interaction_id,DRUG_NAME,TARGET_NAME,TARGET_CLASS,ACTION_TYPE,interaction_text
16338,arginine glutamate,"nitric oxide synthase, inducible",enzyme,,"Drug: arginine glutamate | Target: nitric oxide synthase, inducible | Type: enzyme | Action: nan"
16339,bosutinib,tyrosine-protein kinase jak3,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase jak3 | Type: kinase | Action: nan
16340,bosutinib,macrophage-stimulating protein receptor,kinase,,Drug: bosutinib | Target: macrophage-stimulating protein receptor | Type: kinase | Action: nan
16341,bosutinib,platelet-derived growth factor receptor beta,kinase,,Drug: bosutinib | Target: platelet-derived growth factor receptor beta | Type: kinase | Action: nan
16342,bosutinib,tyrosine-protein kinase abl1,kinase,INHIBITOR,Drug: bosutinib | Target: tyrosine-protein kinase abl1 | Type: kinase | Action: INHIBITOR
16343,bosutinib,mast/stem cell growth factor receptor kit,kinase,,Drug: bosutinib | Target: mast/stem cell growth factor receptor kit | Type: kinase | Action: nan
16344,bosutinib,epidermal growth factor receptor,kinase,,Drug: bosutinib | Target: epidermal growth factor receptor | Type: kinase | Action: nan
16345,bosutinib,proto-oncogene tyrosine-protein kinase src,kinase,INHIBITOR,Drug: bosutinib | Target: proto-oncogene tyrosine-protein kinase src | Type: kinase | Action: INHIBITOR
16346,bosutinib,tyrosine-protein kinase lck,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase lck | Type: kinase | Action: nan
16347,bosutinib,tyrosine-protein kinase yes,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase yes | Type: kinase | Action: nan
16348,bosutinib,tyrosine-protein kinase fyn,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase fyn | Type: kinase | Action: nan
16349,bosutinib,ephrin type-a receptor 2,kinase,,Drug: bosutinib | Target: ephrin type-a receptor 2 | Type: kinase | Action: nan
16350,bosutinib,receptor-type tyrosine-protein kinase flt3,kinase,,Drug: bosutinib | Target: receptor-type tyrosine-protein kinase flt3 | Type: kinase | Action: nan
16351,bosutinib,proto-oncogene tyrosine-protein kinase receptor ret,kinase,,Drug: bosutinib | Target: proto-oncogene tyrosine-protein kinase receptor ret | Type: kinase | Action: nan
16352,bosutinib,macrophage colony-stimulating factor 1 receptor,kinase,,Drug: bosutinib | Target: macrophage colony-stimulating factor 1 receptor | Type: kinase | Action: nan
16353,bosutinib,platelet-derived growth factor receptor alpha,kinase,,Drug: bosutinib | Target: platelet-derived growth factor receptor alpha | Type: kinase | Action: nan
16354,bosutinib,receptor tyrosine-protein kinase erbb-2,kinase,,Drug: bosutinib | Target: receptor tyrosine-protein kinase erbb-2 | Type: kinase | Action: nan
16355,bosutinib,ribosomal protein s6 kinase alpha-3,kinase,,Drug: bosutinib | Target: ribosomal protein s6 kinase alpha-3 | Type: kinase | Action: nan
16356,bosutinib,"phosphorylase b kinase gamma catalytic chain, liver/testis isoform",kinase,,"Drug: bosutinib | Target: phosphorylase b kinase gamma catalytic chain, liver/testis isoform | Type: kinase | Action: nan"
16357,bosutinib,"myosin light chain kinase, smooth muscle",kinase,,"Drug: bosutinib | Target: myosin light chain kinase, smooth muscle | Type: kinase | Action: nan"
16358,bosutinib,rho-associated protein kinase 1,kinase,,Drug: bosutinib | Target: rho-associated protein kinase 1 | Type: kinase | Action: nan
16359,bosutinib,focal adhesion kinase 1,kinase,,Drug: bosutinib | Target: focal adhesion kinase 1 | Type: kinase | Action: nan
16360,bosutinib,tyrosine-protein kinase hck,kinase,INHIBITOR,Drug: bosutinib | Target: tyrosine-protein kinase hck | Type: kinase | Action: INHIBITOR
16361,bosutinib,serine/threonine-protein kinase plk1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase plk1 | Type: kinase | Action: nan
16362,bosutinib,receptor tyrosine-protein kinase erbb-4,kinase,,Drug: bosutinib | Target: receptor tyrosine-protein kinase erbb-4 | Type: kinase | Action: nan
16363,bosutinib,high affinity nerve growth factor receptor,kinase,,Drug: bosutinib | Target: high affinity nerve growth factor receptor | Type: kinase | Action: nan
16364,bosutinib,protein kinase c delta type,kinase,,Drug: bosutinib | Target: protein kinase c delta type | Type: kinase | Action: nan
16365,bosutinib,tyrosine-protein kinase jak2,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase jak2 | Type: kinase | Action: nan
16366,bosutinib,rho-associated protein kinase 2,kinase,,Drug: bosutinib | Target: rho-associated protein kinase 2 | Type: kinase | Action: nan
16367,bosutinib,tyrosine-protein kinase syk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase syk | Type: kinase | Action: nan
16368,bosutinib,tyrosine-protein kinase csk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase csk | Type: kinase | Action: nan
16369,bosutinib,angiopoietin-1 receptor,kinase,,Drug: bosutinib | Target: angiopoietin-1 receptor | Type: kinase | Action: nan
16370,bosutinib,ephrin type-a receptor 8,kinase,,Drug: bosutinib | Target: ephrin type-a receptor 8 | Type: kinase | Action: nan
16371,bosutinib,calcium/calmodulin-dependent protein kinase type ii subunit gamma,kinase,,Drug: bosutinib | Target: calcium/calmodulin-dependent protein kinase type ii subunit gamma | Type: kinase | Action: nan
16372,bosutinib,ap2-associated protein kinase 1,kinase,,Drug: bosutinib | Target: ap2-associated protein kinase 1 | Type: kinase | Action: nan
16373,bosutinib,hepatocyte growth factor receptor,kinase,,Drug: bosutinib | Target: hepatocyte growth factor receptor | Type: kinase | Action: nan
16374,bosutinib,tyrosine-protein kinase lyn,kinase,INHIBITOR,Drug: bosutinib | Target: tyrosine-protein kinase lyn | Type: kinase | Action: INHIBITOR
16375,bosutinib,cytoplasmic tyrosine-protein kinase bmx,kinase,,Drug: bosutinib | Target: cytoplasmic tyrosine-protein kinase bmx | Type: kinase | Action: nan
16376,bosutinib,serine/threonine-protein kinase nek2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase nek2 | Type: kinase | Action: nan
16377,bosutinib,ribosomal protein s6 kinase alpha-2,kinase,,Drug: bosutinib | Target: ribosomal protein s6 kinase alpha-2 | Type: kinase | Action: nan
16378,bosutinib,5'-amp-activated protein kinase catalytic subunit alpha-1,kinase,,Drug: bosutinib | Target: 5'-amp-activated protein kinase catalytic subunit alpha-1 | Type: kinase | Action: nan
16379,bosutinib,"phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",kinase,,"Drug: bosutinib | Target: phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform | Type: kinase | Action: nan"
16380,bosutinib,calcium/calmodulin-dependent protein kinase type ii subunit alpha,kinase,,Drug: bosutinib | Target: calcium/calmodulin-dependent protein kinase type ii subunit alpha | Type: kinase | Action: nan
16381,bosutinib,serine/threonine-protein kinase 10,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 10 | Type: kinase | Action: nan
16382,bosutinib,tyrosine-protein kinase fer,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase fer | Type: kinase | Action: nan
16383,bosutinib,protein kinase c epsilon type,kinase,,Drug: bosutinib | Target: protein kinase c epsilon type | Type: kinase | Action: nan
16384,bosutinib,abelson tyrosine-protein kinase 2,kinase,,Drug: bosutinib | Target: abelson tyrosine-protein kinase 2 | Type: kinase | Action: nan
16385,bosutinib,ephrin type-a receptor 5,kinase,,Drug: bosutinib | Target: ephrin type-a receptor 5 | Type: kinase | Action: nan
16386,bosutinib,ephrin type-a receptor 4,kinase,,Drug: bosutinib | Target: ephrin type-a receptor 4 | Type: kinase | Action: nan
16387,bosutinib,serine/threonine-protein kinase n1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase n1 | Type: kinase | Action: nan
16388,bosutinib,protein kinase c theta type,kinase,,Drug: bosutinib | Target: protein kinase c theta type | Type: kinase | Action: nan
16389,bosutinib,ephrin type-a receptor 6,kinase,,Drug: bosutinib | Target: ephrin type-a receptor 6 | Type: kinase | Action: nan
16390,bosutinib,traf2 and nck-interacting protein kinase,kinase,,Drug: bosutinib | Target: traf2 and nck-interacting protein kinase | Type: kinase | Action: nan
16391,bosutinib,casein kinase i isoform epsilon,kinase,,Drug: bosutinib | Target: casein kinase i isoform epsilon | Type: kinase | Action: nan
16392,bosutinib,tyrosine-protein kinase fgr,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase fgr | Type: kinase | Action: nan
16393,bosutinib,alk tyrosine kinase receptor,kinase,,Drug: bosutinib | Target: alk tyrosine kinase receptor | Type: kinase | Action: nan
16394,bosutinib,serine/threonine-protein kinase 36,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 36 | Type: kinase | Action: nan
16395,bosutinib,ephrin type-a receptor 3,kinase,,Drug: bosutinib | Target: ephrin type-a receptor 3 | Type: kinase | Action: nan
16396,bosutinib,bmp-2-inducible protein kinase,kinase,,Drug: bosutinib | Target: bmp-2-inducible protein kinase | Type: kinase | Action: nan
16397,bosutinib,tyrosine-protein kinase frk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase frk | Type: kinase | Action: nan
16398,bosutinib,dual specificity protein kinase clk1,kinase,,Drug: bosutinib | Target: dual specificity protein kinase clk1 | Type: kinase | Action: nan
16399,bosutinib,dual specificity protein kinase clk2,kinase,,Drug: bosutinib | Target: dual specificity protein kinase clk2 | Type: kinase | Action: nan
16400,bosutinib,dual specificity protein kinase clk3,kinase,,Drug: bosutinib | Target: dual specificity protein kinase clk3 | Type: kinase | Action: nan
16401,bosutinib,mitogen-activated protein kinase kinase kinase kinase 5,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase kinase 5 | Type: kinase | Action: nan
16402,bosutinib,mitogen-activated protein kinase kinase kinase 4,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 4 | Type: kinase | Action: nan
16403,bosutinib,cyclin-g-associated kinase,kinase,,Drug: bosutinib | Target: cyclin-g-associated kinase | Type: kinase | Action: nan
16404,bosutinib,receptor-interacting serine/threonine-protein kinase 2,kinase,,Drug: bosutinib | Target: receptor-interacting serine/threonine-protein kinase 2 | Type: kinase | Action: nan
16405,bosutinib,ephrin type-b receptor 1,kinase,,Drug: bosutinib | Target: ephrin type-b receptor 1 | Type: kinase | Action: nan
16406,bosutinib,calcium/calmodulin-dependent protein kinase type 1d,kinase,,Drug: bosutinib | Target: calcium/calmodulin-dependent protein kinase type 1d | Type: kinase | Action: nan
16407,bosutinib,cyclin-dependent kinase 16,kinase,,Drug: bosutinib | Target: cyclin-dependent kinase 16 | Type: kinase | Action: nan
16408,bosutinib,serine/threonine-protein kinase 4,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 4 | Type: kinase | Action: nan
16409,bosutinib,activated cdc42 kinase 1,kinase,,Drug: bosutinib | Target: activated cdc42 kinase 1 | Type: kinase | Action: nan
16410,bosutinib,ste20-like serine/threonine-protein kinase,kinase,,Drug: bosutinib | Target: ste20-like serine/threonine-protein kinase | Type: kinase | Action: nan
16411,bosutinib,dual specificity protein kinase clk4,kinase,,Drug: bosutinib | Target: dual specificity protein kinase clk4 | Type: kinase | Action: nan
16412,bosutinib,calcium/calmodulin-dependent protein kinase kinase 2,kinase,,Drug: bosutinib | Target: calcium/calmodulin-dependent protein kinase kinase 2 | Type: kinase | Action: nan
16413,bosutinib,epithelial discoidin domain-containing receptor 1,kinase,,Drug: bosutinib | Target: epithelial discoidin domain-containing receptor 1 | Type: kinase | Action: nan
16414,bosutinib,ephrin type-b receptor 4,kinase,,Drug: bosutinib | Target: ephrin type-b receptor 4 | Type: kinase | Action: nan
16415,bosutinib,testis-specific serine/threonine-protein kinase 1,kinase,,Drug: bosutinib | Target: testis-specific serine/threonine-protein kinase 1 | Type: kinase | Action: nan
16416,bosutinib,cyclin-dependent kinase 15,kinase,,Drug: bosutinib | Target: cyclin-dependent kinase 15 | Type: kinase | Action: nan
16417,bosutinib,dual specificity mitogen-activated protein kinase kinase 7,kinase,,Drug: bosutinib | Target: dual specificity mitogen-activated protein kinase kinase 7 | Type: kinase | Action: nan
16418,bosutinib,dual specificity mitogen-activated protein kinase kinase 1,kinase,,Drug: bosutinib | Target: dual specificity mitogen-activated protein kinase kinase 1 | Type: kinase | Action: nan
16419,bosutinib,dual specificity mitogen-activated protein kinase kinase 2,kinase,,Drug: bosutinib | Target: dual specificity mitogen-activated protein kinase kinase 2 | Type: kinase | Action: nan
16420,bosutinib,tyrosine-protein kinase itk/tsk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase itk/tsk | Type: kinase | Action: nan
16421,bosutinib,tyrosine-protein kinase zap-70,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase zap-70 | Type: kinase | Action: nan
16422,bosutinib,tyrosine-protein kinase btk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase btk | Type: kinase | Action: nan
16423,bosutinib,tyrosine-protein kinase tec,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase tec | Type: kinase | Action: nan
16424,bosutinib,tyrosine-protein kinase receptor ufo,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase receptor ufo | Type: kinase | Action: nan
16425,bosutinib,bdnf/nt-3 growth factors receptor,kinase,,Drug: bosutinib | Target: bdnf/nt-3 growth factors receptor | Type: kinase | Action: nan
16426,bosutinib,tyrosine-protein kinase receptor tyro3,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase receptor tyro3 | Type: kinase | Action: nan
16427,bosutinib,ephrin type-b receptor 2,kinase,,Drug: bosutinib | Target: ephrin type-b receptor 2 | Type: kinase | Action: nan
16428,bosutinib,cyclin-dependent kinase 7,kinase,,Drug: bosutinib | Target: cyclin-dependent kinase 7 | Type: kinase | Action: nan
16429,bosutinib,ribosomal protein s6 kinase beta-1,kinase,,Drug: bosutinib | Target: ribosomal protein s6 kinase beta-1 | Type: kinase | Action: nan
16430,bosutinib,serine/threonine-protein kinase n2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase n2 | Type: kinase | Action: nan
16431,bosutinib,serine/threonine-protein kinase dclk3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase dclk3 | Type: kinase | Action: nan
16432,bosutinib,serine/threonine-protein kinase 3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 3 | Type: kinase | Action: nan
16433,bosutinib,ribosomal protein s6 kinase alpha-6,kinase,,Drug: bosutinib | Target: ribosomal protein s6 kinase alpha-6 | Type: kinase | Action: nan
16434,bosutinib,nuak family snf1-like kinase 2,kinase,,Drug: bosutinib | Target: nuak family snf1-like kinase 2 | Type: kinase | Action: nan
16435,bosutinib,non-receptor tyrosine-protein kinase tyk2,kinase,,Drug: bosutinib | Target: non-receptor tyrosine-protein kinase tyk2 | Type: kinase | Action: nan
16436,bosutinib,serine/threonine-protein kinase chk1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase chk1 | Type: kinase | Action: nan
16437,bosutinib,serine/threonine-protein kinase pak 3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase pak 3 | Type: kinase | Action: nan
16438,bosutinib,cyclin-dependent kinase 14,kinase,,Drug: bosutinib | Target: cyclin-dependent kinase 14 | Type: kinase | Action: nan
16439,bosutinib,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,kinase,,Drug: bosutinib | Target: phosphatidylinositol 4-phosphate 5-kinase type-1 alpha | Type: kinase | Action: nan
16440,bosutinib,wee1-like protein kinase,kinase,,Drug: bosutinib | Target: wee1-like protein kinase | Type: kinase | Action: nan
16441,bosutinib,serine/threonine-protein kinase 25,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 25 | Type: kinase | Action: nan
16442,bosutinib,mitogen-activated protein kinase kinase kinase mlt,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase mlt | Type: kinase | Action: nan
16443,bosutinib,protein-tyrosine kinase 2-beta,kinase,,Drug: bosutinib | Target: protein-tyrosine kinase 2-beta | Type: kinase | Action: nan
16444,bosutinib,serine/threonine-protein kinase rio1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase rio1 | Type: kinase | Action: nan
16445,bosutinib,casein kinase i isoform alpha-like,kinase,,Drug: bosutinib | Target: casein kinase i isoform alpha-like | Type: kinase | Action: nan
16446,bosutinib,casein kinase i isoform delta,kinase,,Drug: bosutinib | Target: casein kinase i isoform delta | Type: kinase | Action: nan
16447,bosutinib,tyrosine-protein kinase receptor tie-1,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase receptor tie-1 | Type: kinase | Action: nan
16448,bosutinib,serine/threonine-protein kinase tousled-like 1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase tousled-like 1 | Type: kinase | Action: nan
16449,bosutinib,serine/threonine-protein kinase tousled-like 2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase tousled-like 2 | Type: kinase | Action: nan
16450,bosutinib,nt-3 growth factor receptor,kinase,,Drug: bosutinib | Target: nt-3 growth factor receptor | Type: kinase | Action: nan
16451,bosutinib,tyrosine-protein kinase txk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase txk | Type: kinase | Action: nan
16452,bosutinib,inhibitor of nuclear factor kappa-b kinase subunit epsilon,kinase,,Drug: bosutinib | Target: inhibitor of nuclear factor kappa-b kinase subunit epsilon | Type: kinase | Action: nan
16453,bosutinib,dual specificity mitogen-activated protein kinase kinase 3,kinase,,Drug: bosutinib | Target: dual specificity mitogen-activated protein kinase kinase 3 | Type: kinase | Action: nan
16454,bosutinib,serine/threonine-protein kinase 26,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 26 | Type: kinase | Action: nan
16455,bosutinib,serine/threonine-protein kinase nlk,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase nlk | Type: kinase | Action: nan
16456,bosutinib,eukaryotic translation initiation factor 2-alpha kinase 4,kinase,,Drug: bosutinib | Target: eukaryotic translation initiation factor 2-alpha kinase 4 | Type: kinase | Action: nan
16457,bosutinib,serine/threonine-protein kinase rio3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase rio3 | Type: kinase | Action: nan
16458,bosutinib,serine/threonine-protein kinase sik2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase sik2 | Type: kinase | Action: nan
16459,bosutinib,serine/threonine-protein kinase 33,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 33 | Type: kinase | Action: nan
16460,bosutinib,serine/threonine-protein kinase tnni3k,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase tnni3k | Type: kinase | Action: nan
16461,bosutinib,ankyrin repeat and protein kinase domain-containing protein 1,kinase,,Drug: bosutinib | Target: ankyrin repeat and protein kinase domain-containing protein 1 | Type: kinase | Action: nan
16462,bosutinib,discoidin domain-containing receptor 2,kinase,,Drug: bosutinib | Target: discoidin domain-containing receptor 2 | Type: kinase | Action: nan
16463,bosutinib,myotonin-protein kinase,kinase,,Drug: bosutinib | Target: myotonin-protein kinase | Type: kinase | Action: nan
16464,bosutinib,leukocyte tyrosine kinase receptor,kinase,,Drug: bosutinib | Target: leukocyte tyrosine kinase receptor | Type: kinase | Action: nan
16465,bosutinib,mitogen-activated protein kinase kinase kinase kinase 1,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase kinase 1 | Type: kinase | Action: nan
16466,bosutinib,nuak family snf1-like kinase 1,kinase,,Drug: bosutinib | Target: nuak family snf1-like kinase 1 | Type: kinase | Action: nan
16467,bosutinib,membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,kinase,,Drug: bosutinib | Target: membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase | Type: kinase | Action: nan
16468,bosutinib,mitogen-activated protein kinase kinase kinase kinase 3,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase kinase 3 | Type: kinase | Action: nan
16469,bosutinib,tyrosine-protein kinase blk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase blk | Type: kinase | Action: nan
16470,bosutinib,bone morphogenetic protein receptor type-2,kinase,,Drug: bosutinib | Target: bone morphogenetic protein receptor type-2 | Type: kinase | Action: nan
16471,bosutinib,mitogen-activated protein kinase kinase kinase kinase 4,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase kinase 4 | Type: kinase | Action: nan
16472,bosutinib,dual specificity mitogen-activated protein kinase kinase 4,kinase,,Drug: bosutinib | Target: dual specificity mitogen-activated protein kinase kinase 4 | Type: kinase | Action: nan
16473,bosutinib,dual specificity mitogen-activated protein kinase kinase 6,kinase,,Drug: bosutinib | Target: dual specificity mitogen-activated protein kinase kinase 6 | Type: kinase | Action: nan
16474,bosutinib,tyrosine-protein kinase mer,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase mer | Type: kinase | Action: nan
16475,bosutinib,mitogen-activated protein kinase kinase kinase 9,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 9 | Type: kinase | Action: nan
16476,bosutinib,mitogen-activated protein kinase kinase kinase 11,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 11 | Type: kinase | Action: nan
16477,bosutinib,serine/threonine-protein kinase 24,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 24 | Type: kinase | Action: nan
16478,bosutinib,citron rho-interacting kinase,kinase,,Drug: bosutinib | Target: citron rho-interacting kinase | Type: kinase | Action: nan
16479,bosutinib,myosin-iiia,kinase,,Drug: bosutinib | Target: myosin-iiia | Type: kinase | Action: nan
16480,bosutinib,myosin-iiib,kinase,,Drug: bosutinib | Target: myosin-iiib | Type: kinase | Action: nan
16481,bosutinib,serine/threonine-protein kinase pak 1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase pak 1 | Type: kinase | Action: nan
16482,bosutinib,serine/threonine-protein kinase pak 2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase pak 2 | Type: kinase | Action: nan
16483,bosutinib,serine/threonine-protein kinase sik1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase sik1 | Type: kinase | Action: nan
16484,bosutinib,tyrosine-protein kinase srms,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase srms | Type: kinase | Action: nan
16485,bosutinib,ephrin type-a receptor 1,kinase,,Drug: bosutinib | Target: ephrin type-a receptor 1 | Type: kinase | Action: nan
16486,bosutinib,ephrin type-b receptor 3,kinase,,Drug: bosutinib | Target: ephrin type-b receptor 3 | Type: kinase | Action: nan
16487,bosutinib,mitogen-activated protein kinase 7,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase 7 | Type: kinase | Action: nan
16488,bosutinib,serine/threonine-protein kinase d3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase d3 | Type: kinase | Action: nan
16489,bosutinib,tyrosine-protein kinase fes/fps,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase fes/fps | Type: kinase | Action: nan
16490,bosutinib,casein kinase i isoform alpha,kinase,,Drug: bosutinib | Target: casein kinase i isoform alpha | Type: kinase | Action: nan
16491,bosutinib,mitogen-activated protein kinase kinase kinase kinase 2,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase kinase 2 | Type: kinase | Action: nan
16492,bosutinib,misshapen-like kinase 1,kinase,,Drug: bosutinib | Target: misshapen-like kinase 1 | Type: kinase | Action: nan
16493,bosutinib,serine/threonine-protein kinase tbk1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase tbk1 | Type: kinase | Action: nan
16494,bosutinib,tyrosine-protein kinase blk,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase blk | Type: kinase | Action: nan
16495,bosutinib,interleukin-1 receptor-associated kinase 4,kinase,,Drug: bosutinib | Target: interleukin-1 receptor-associated kinase 4 | Type: kinase | Action: nan
16496,bosutinib,serine/threonine-protein kinase chk2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase chk2 | Type: kinase | Action: nan
16497,bosutinib,ephrin type-b receptor 6,kinase,,Drug: bosutinib | Target: ephrin type-b receptor 6 | Type: kinase | Action: nan
16498,bosutinib,g protein-coupled receptor kinase 4,kinase,,Drug: bosutinib | Target: g protein-coupled receptor kinase 4 | Type: kinase | Action: nan
16499,bosutinib,g protein-coupled receptor kinase 7,kinase,,Drug: bosutinib | Target: g protein-coupled receptor kinase 7 | Type: kinase | Action: nan
16500,bosutinib,homeodomain-interacting protein kinase 2,kinase,,Drug: bosutinib | Target: homeodomain-interacting protein kinase 2 | Type: kinase | Action: nan
16501,bosutinib,homeodomain-interacting protein kinase 3,kinase,,Drug: bosutinib | Target: homeodomain-interacting protein kinase 3 | Type: kinase | Action: nan
16502,bosutinib,homeodomain-interacting protein kinase 4,kinase,,Drug: bosutinib | Target: homeodomain-interacting protein kinase 4 | Type: kinase | Action: nan
16503,bosutinib,hormonally up-regulated neu tumor-associated kinase,kinase,,Drug: bosutinib | Target: hormonally up-regulated neu tumor-associated kinase | Type: kinase | Action: nan
16504,bosutinib,interleukin-1 receptor-associated kinase 1,kinase,,Drug: bosutinib | Target: interleukin-1 receptor-associated kinase 1 | Type: kinase | Action: nan
16505,bosutinib,mitogen-activated protein kinase kinase kinase 13,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 13 | Type: kinase | Action: nan
16506,bosutinib,mitogen-activated protein kinase kinase kinase 2,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 2 | Type: kinase | Action: nan
16507,bosutinib,mitogen-activated protein kinase kinase kinase 3,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 3 | Type: kinase | Action: nan
16508,bosutinib,microtubule-associated serine/threonine-protein kinase 1,kinase,,Drug: bosutinib | Target: microtubule-associated serine/threonine-protein kinase 1 | Type: kinase | Action: nan
16509,bosutinib,serine/threonine-protein kinase nim1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase nim1 | Type: kinase | Action: nan
16510,bosutinib,srsf protein kinase 3,kinase,,Drug: bosutinib | Target: srsf protein kinase 3 | Type: kinase | Action: nan
16511,bosutinib,ste20/sps1-related proline-alanine-rich protein kinase,kinase,,Drug: bosutinib | Target: ste20/sps1-related proline-alanine-rich protein kinase | Type: kinase | Action: nan
16512,bosutinib,mitogen-activated protein kinase kinase kinase 7,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 7 | Type: kinase | Action: nan
16513,bosutinib,serine/threonine-protein kinase tao1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase tao1 | Type: kinase | Action: nan
16514,bosutinib,serine/threonine-protein kinase tao3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase tao3 | Type: kinase | Action: nan
16515,bosutinib,serine/threonine-protein kinase ulk1,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase ulk1 | Type: kinase | Action: nan
16516,bosutinib,serine/threonine-protein kinase ulk2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase ulk2 | Type: kinase | Action: nan
16517,bosutinib,serine/threonine-protein kinase ulk3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase ulk3 | Type: kinase | Action: nan
16518,bosutinib,mitogen-activated protein kinase kinase kinase 19,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 19 | Type: kinase | Action: nan
16519,bosutinib,homeodomain-interacting protein kinase 1,kinase,,Drug: bosutinib | Target: homeodomain-interacting protein kinase 1 | Type: kinase | Action: nan
16520,bosutinib,serine/threonine-protein kinase plk2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase plk2 | Type: kinase | Action: nan
16521,bosutinib,serine/threonine-protein kinase 35,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 35 | Type: kinase | Action: nan
16522,bosutinib,megakaryocyte-associated tyrosine-protein kinase,kinase,,Drug: bosutinib | Target: megakaryocyte-associated tyrosine-protein kinase | Type: kinase | Action: nan
